ma_don,ngay_dat_hang,ma_khach_hang
8674130,2025-04-29 12:06:18,5289
8674588,2025-04-29 12:05:51,5658
8676990,2025-04-29 12:06:47,3826
8678371,2025-04-29 12:04:28,2476
8680694,2025-04-29 12:06:11,571
8681519,2025-04-29 12:03:43,133
8683224,2025-04-29 12:07:59,5174
8683226,2025-04-29 12:08:31,3563
8683380,2025-04-29 12:06:40,9677
8683858,2025-04-29 12:05:27,15
8684162,2025-04-29 12:05:55,3142
8684591,2025-04-29 12:04:50,1578
8684677,2025-04-29 12:06:40,9224
8685113,2025-04-29 12:06:41,6530
8685305,2025-04-29 12:03:43,9846
8685946,2025-04-29 12:04:37,9821
8687243,2025-04-29 12:06:10,1062
8689501,2025-04-29 12:07:43,6525
8689574,2025-04-29 12:08:33,1877
8691506,2025-04-29 12:06:12,4566
8692649,2025-04-29 12:02:39,180
8693657,2025-04-29 12:05:50,3037
8693897,2025-04-29 12:05:53,1962
8696624,2025-04-29 12:08:35,965
8697790,2025-04-29 12:05:52,9599
8700250,2025-04-29 12:07:19,2483
8700827,2025-04-29 12:05:20,5229
8700989,2025-04-29 12:06:15,8708
8701568,2025-04-29 12:05:24,4804
8701799,2025-04-29 12:07:31,1452
8703137,2025-04-29 12:03:58,8059
8703861,2025-04-29 12:03:38,4370
8704987,2025-04-29 12:06:53,4100
8706197,2025-04-29 12:08:26,718
8706369,2025-04-29 12:08:14,126
8706414,2025-04-29 12:07:00,2705
8706711,2025-04-29 12:06:43,5142
8707608,2025-04-29 12:05:58,6902
8707623,2025-04-29 12:06:00,1162
8709409,2025-04-29 12:03:06,395
8710523,2025-04-29 12:07:32,2724
8711261,2025-04-29 12:04:48,3057
8711283,2025-04-29 12:03:06,6977
8712821,2025-04-29 12:03:37,9255
8712959,2025-04-29 12:07:52,1008
8713553,2025-04-29 12:06:13,6316
8714356,2025-04-29 12:07:01,4045
8716275,2025-04-29 12:03:10,2235
8717875,2025-04-29 12:02:50,9059
8718702,2025-04-29 12:07:00,444
8718708,2025-04-29 12:03:05,9140
8719995,2025-04-29 12:03:27,2028
8720282,2025-04-29 12:03:06,5061
8721920,2025-04-29 12:08:04,9179
8723861,2025-04-29 12:04:02,3681
8724361,2025-04-29 12:08:07,7639
8724487,2025-04-29 12:07:33,5634
8725704,2025-04-29 12:03:41,304
8726129,2025-04-29 12:04:30,7956
8726608,2025-04-29 12:06:47,3351
8728497,2025-04-29 12:07:27,848
8729881,2025-04-29 12:03:58,6799
8730406,2025-04-29 12:08:00,7736
8730895,2025-04-29 12:04:55,8792
8731980,2025-04-29 12:06:00,1179
8733306,2025-04-29 12:06:55,372
8736072,2025-04-29 12:02:42,8658
8736800,2025-04-29 12:03:50,2542
8737038,2025-04-29 12:08:07,4
8737713,2025-04-29 12:06:16,3311
8738100,2025-04-29 12:06:29,4314
8739997,2025-04-29 12:07:19,1105
8740986,2025-04-29 12:07:30,1244
8742624,2025-04-29 12:08:12,4991
8743479,2025-04-29 12:03:47,9895
8744604,2025-04-29 12:08:23,7638
8746295,2025-04-29 12:02:59,3831
8746997,2025-04-29 12:08:25,5731
8747967,2025-04-29 12:08:02,4943
8749150,2025-04-29 12:06:46,3556
8752665,2025-04-29 12:08:14,1880
8753803,2025-04-29 12:03:15,8432
8755165,2025-04-29 12:06:51,6329
8755502,2025-04-29 12:03:36,5233
8758203,2025-04-29 12:08:30,3497
8758380,2025-04-29 12:07:04,4264
8759071,2025-04-29 12:02:53,1254
8759532,2025-04-29 12:03:22,1179
8759789,2025-04-29 12:04:05,6556
8768094,2025-04-29 12:04:48,981
8768213,2025-04-29 12:07:27,1370
8769631,2025-04-29 12:05:16,7365
8769778,2025-04-29 12:06:40,5150
8769951,2025-04-29 12:03:57,6847
8770476,2025-04-29 12:03:32,7431
8770520,2025-04-29 12:07:41,9704
8770993,2025-04-29 12:05:06,4355
8773498,2025-04-29 12:05:22,5542
8776688,2025-04-29 12:04:35,7245
8776734,2025-04-29 12:05:02,7047
8777346,2025-04-29 12:03:20,9765
8778792,2025-04-29 12:08:22,3551
8779485,2025-04-29 12:06:12,8015
8781003,2025-04-29 12:07:25,7837
8781435,2025-04-29 12:04:45,6409
8783721,2025-04-29 12:05:21,3708
8784531,2025-04-29 12:08:36,6766
8785561,2025-04-29 12:05:48,8893
8789744,2025-04-29 12:04:15,7530
8791389,2025-04-29 12:03:11,6334
8792535,2025-04-29 12:06:57,9949
8793498,2025-04-29 12:03:59,7881
8794234,2025-04-29 12:04:47,6407
8795850,2025-04-29 12:06:09,2782
8797172,2025-04-29 12:03:35,5625
8798045,2025-04-29 12:07:25,9916
8798084,2025-04-29 12:04:24,2169
8799886,2025-04-29 12:07:58,2207
8802572,2025-04-29 12:05:38,1279
8803458,2025-04-29 12:03:41,5410
8803769,2025-04-29 12:08:36,864
8804174,2025-04-29 12:08:23,2627
8806820,2025-04-29 12:06:05,6923
8807101,2025-04-29 12:06:39,346
8807756,2025-04-29 12:07:26,5148
8808322,2025-04-29 12:04:49,9127
8808596,2025-04-29 12:07:35,9804
8809964,2025-04-29 12:06:43,5513
8812424,2025-04-29 12:06:46,4685
8814907,2025-04-29 12:08:03,7130
8815333,2025-04-29 12:04:08,9831
8817027,2025-04-29 12:06:27,1859
8817125,2025-04-29 12:07:14,7092
8818653,2025-04-29 12:07:13,5946
8819713,2025-04-29 12:05:03,5496
8820360,2025-04-29 12:08:34,8986
8820842,2025-04-29 12:06:50,8083
8822853,2025-04-29 12:02:41,3957
8824847,2025-04-29 12:03:52,4604
8825750,2025-04-29 12:06:01,9398
8826838,2025-04-29 12:03:29,4057
8827451,2025-04-29 12:07:38,6067
8829843,2025-04-29 12:06:54,1309
8830387,2025-04-29 12:04:24,4585
8832647,2025-04-29 12:05:57,8541
8833316,2025-04-29 12:07:55,5355
8833700,2025-04-29 12:03:23,8830
8833718,2025-04-29 12:06:15,5509
8833916,2025-04-29 12:03:43,1005
8834058,2025-04-29 12:08:24,926
8834943,2025-04-29 12:07:09,64
8837747,2025-04-29 12:06:09,6409
8839225,2025-04-29 12:03:24,5212
8840507,2025-04-29 12:05:09,2952
8840544,2025-04-29 12:07:54,3404
8842568,2025-04-29 12:06:50,3516
8843512,2025-04-29 12:05:34,7012
8843955,2025-04-29 12:02:59,6762
8844296,2025-04-29 12:08:19,2607
8844761,2025-04-29 12:02:43,3257
8844961,2025-04-29 12:04:56,1708
8849601,2025-04-29 12:04:19,311
8849978,2025-04-29 12:06:12,6933
8850900,2025-04-29 12:04:25,4808
8851194,2025-04-29 12:05:27,6834
8851410,2025-04-29 12:02:43,3892
8851429,2025-04-29 12:08:10,4825
8852067,2025-04-29 12:05:14,2503
8856737,2025-04-29 12:08:19,374
8856955,2025-04-29 12:06:34,3146
8857966,2025-04-29 12:05:47,7940
8858730,2025-04-29 12:05:33,9941
8858757,2025-04-29 12:06:35,9119
8859945,2025-04-29 12:04:33,8947
8862828,2025-04-29 12:07:30,119
8863283,2025-04-29 12:05:17,280
8863713,2025-04-29 12:05:09,3763
8864288,2025-04-29 12:04:16,251
8865918,2025-04-29 12:08:26,5485
8866358,2025-04-29 12:06:02,5276
8867026,2025-04-29 12:06:18,708
8869054,2025-04-29 12:07:35,7716
8869423,2025-04-29 12:07:38,3985
8869959,2025-04-29 12:07:16,1745
8870386,2025-04-29 12:07:37,5259
8871265,2025-04-29 12:06:23,6438
8873634,2025-04-29 12:02:47,9284
8874427,2025-04-29 12:04:53,3838
8874722,2025-04-29 12:05:59,9387
8875352,2025-04-29 12:07:10,5294
8875557,2025-04-29 12:06:13,6560
8875581,2025-04-29 12:04:41,314
8878008,2025-04-29 12:05:44,881
8878232,2025-04-29 12:05:23,1607
8879804,2025-04-29 12:02:52,5552
8880146,2025-04-29 12:07:30,1068
8881810,2025-04-29 12:06:05,9685
8882709,2025-04-29 12:02:55,1123
8883496,2025-04-29 12:07:44,7724
8884291,2025-04-29 12:05:38,653
8887002,2025-04-29 12:05:11,6080
8887051,2025-04-29 12:03:23,2942
8887399,2025-04-29 12:08:07,7586
8887536,2025-04-29 12:08:02,4608
8887616,2025-04-29 12:04:09,6223
8889644,2025-04-29 12:08:20,1792
8891106,2025-04-29 12:05:22,4865
8892002,2025-04-29 12:07:50,7752
8892901,2025-04-29 12:07:48,4543
8894373,2025-04-29 12:03:16,2872
8895582,2025-04-29 12:07:01,7078
8896360,2025-04-29 12:05:57,9080
8897487,2025-04-29 12:06:22,792
8897796,2025-04-29 12:08:13,7006
8897951,2025-04-29 12:08:38,7153
8898412,2025-04-29 12:06:33,3134
8899807,2025-04-29 12:04:06,5721
8901968,2025-04-29 12:04:15,7716
8902860,2025-04-29 12:05:11,7002
8903222,2025-04-29 12:05:17,2599
8904645,2025-04-29 12:06:27,998
8904723,2025-04-29 12:05:03,7156
8904943,2025-04-29 12:02:46,988
8907365,2025-04-29 12:04:59,7873
8907547,2025-04-29 12:04:14,6517
8907639,2025-04-29 12:07:23,1130
8907776,2025-04-29 12:08:05,5029
8907837,2025-04-29 12:06:33,3493
8910834,2025-04-29 12:03:38,727
8911340,2025-04-29 12:04:33,5101
8911997,2025-04-29 12:05:38,4882
8913415,2025-04-29 12:07:58,1585
8915213,2025-04-29 12:08:27,5693
8915856,2025-04-29 12:05:35,6887
8916101,2025-04-29 12:03:58,9312
8916672,2025-04-29 12:05:21,3673
8916867,2025-04-29 12:06:48,3989
8916890,2025-04-29 12:06:31,8480
8918799,2025-04-29 12:04:24,704
8920593,2025-04-29 12:04:50,8835
8920714,2025-04-29 12:06:01,7613
8922051,2025-04-29 12:02:55,4750
8924851,2025-04-29 12:05:42,3585
8925262,2025-04-29 12:07:55,1938
8925587,2025-04-29 12:06:44,3766
8925687,2025-04-29 12:06:29,5120
8926432,2025-04-29 12:04:15,859
8928414,2025-04-29 12:08:07,3316
8930626,2025-04-29 12:05:00,520
8931257,2025-04-29 12:04:21,403
8932272,2025-04-29 12:05:58,5771
8932645,2025-04-29 12:04:59,2156
8932955,2025-04-29 12:06:42,3841
8933340,2025-04-29 12:03:46,9267
8933457,2025-04-29 12:08:09,7886
8935119,2025-04-29 12:05:03,7148
8935120,2025-04-29 12:07:07,9618
8937291,2025-04-29 12:04:03,4957
8937388,2025-04-29 12:03:48,1918
8937629,2025-04-29 12:08:06,2809
8937990,2025-04-29 12:02:46,2310
8938720,2025-04-29 12:08:28,5875
8940508,2025-04-29 12:07:34,9355
8941267,2025-04-29 12:06:43,5891
8942747,2025-04-29 12:05:32,6490
8943874,2025-04-29 12:07:12,1428
8944869,2025-04-29 12:07:17,5788
8945751,2025-04-29 12:04:00,7920
8945940,2025-04-29 12:06:25,3250
8946183,2025-04-29 12:04:38,7600
8946844,2025-04-29 12:06:54,8388
8947250,2025-04-29 12:07:12,417
8947746,2025-04-29 12:03:39,1382
8948799,2025-04-29 12:06:32,9770
8949446,2025-04-29 12:06:38,6261
8949574,2025-04-29 12:07:43,1325
8950823,2025-04-29 12:02:51,5754
8951067,2025-04-29 12:06:53,162
8952004,2025-04-29 12:04:11,4012
8952356,2025-04-29 12:03:35,513
8952768,2025-04-29 12:08:11,8594
8953339,2025-04-29 12:05:35,1422
8953600,2025-04-29 12:04:48,3553
8954130,2025-04-29 12:08:21,2690
8955942,2025-04-29 12:07:28,4981
8956875,2025-04-29 12:03:07,8907
8958261,2025-04-29 12:07:47,3452
8958575,2025-04-29 12:04:41,411
8959558,2025-04-29 12:04:28,8151
8960518,2025-04-29 12:02:45,4341
8962017,2025-04-29 12:07:01,7020
8963697,2025-04-29 12:08:37,45
8964374,2025-04-29 12:05:02,7312
8965493,2025-04-29 12:08:21,4986
8966000,2025-04-29 12:07:17,5992
8966362,2025-04-29 12:08:10,2456
8966474,2025-04-29 12:03:24,5893
8966987,2025-04-29 12:08:26,5578
8967858,2025-04-29 12:07:13,7822
8968140,2025-04-29 12:06:42,278
8969092,2025-04-29 12:04:30,3385
8969766,2025-04-29 12:04:56,5639
8970239,2025-04-29 12:06:55,6243
8973331,2025-04-29 12:07:10,2226
8974417,2025-04-29 12:07:18,2933
8974938,2025-04-29 12:05:10,5486
8975993,2025-04-29 12:04:47,986
8976124,2025-04-29 12:05:19,8697
8977539,2025-04-29 12:08:25,1916
8977592,2025-04-29 12:03:27,9170
8978252,2025-04-29 12:06:20,3867
8978335,2025-04-29 12:06:19,3112
8978557,2025-04-29 12:02:43,266
8979202,2025-04-29 12:05:45,2982
8980225,2025-04-29 12:05:50,3414
8981681,2025-04-29 12:06:31,4291
8982820,2025-04-29 12:04:23,5208
8983506,2025-04-29 12:06:12,727
8983659,2025-04-29 12:06:25,5176
8983853,2025-04-29 12:08:21,9582
8984541,2025-04-29 12:04:54,9373
8986105,2025-04-29 12:04:43,9503
8986293,2025-04-29 12:02:55,7536
8988003,2025-04-29 12:07:31,4905
8988522,2025-04-29 12:05:29,7913
8989679,2025-04-29 12:03:19,6486
8991441,2025-04-29 12:08:30,7321
8991863,2025-04-29 12:05:18,8916
8993187,2025-04-29 12:04:14,1263
8993543,2025-04-29 12:08:32,9922
8993731,2025-04-29 12:03:49,6218
8994456,2025-04-29 12:02:52,3427
8995517,2025-04-29 12:05:51,880
8995589,2025-04-29 12:05:36,5252
8995632,2025-04-29 12:06:46,6956
8995975,2025-04-29 12:05:13,5222
8997183,2025-04-29 12:06:28,818
8997755,2025-04-29 12:03:39,1343
8998978,2025-04-29 12:03:40,8476
8999054,2025-04-29 12:05:34,9571
8999783,2025-04-29 12:06:00,9049
8999905,2025-04-29 12:07:00,8881
9002336,2025-04-29 12:05:31,1944
9002966,2025-04-29 12:03:28,1034
9007807,2025-04-29 12:03:26,2397
9009680,2025-04-29 12:04:26,6052
9009784,2025-04-29 12:02:57,3038
9010531,2025-04-29 12:04:16,3278
9011060,2025-04-29 12:06:09,5268
9015377,2025-04-29 12:03:29,3243
9016364,2025-04-29 12:03:55,9360
9016547,2025-04-29 12:05:38,6165
9016799,2025-04-29 12:07:39,1863
9017322,2025-04-29 12:04:25,9415
9017423,2025-04-29 12:03:18,1888
9017976,2025-04-29 12:03:52,9665
9017998,2025-04-29 12:08:14,5933
9019604,2025-04-29 12:04:08,8756
9019992,2025-04-29 12:08:22,57
9020246,2025-04-29 12:02:56,4615
9021959,2025-04-29 12:04:15,1287
9022860,2025-04-29 12:06:04,3921
9023099,2025-04-29 12:04:35,5978
9023786,2025-04-29 12:03:12,2708
9024152,2025-04-29 12:05:35,9294
9024386,2025-04-29 12:08:05,8854
9025951,2025-04-29 12:08:01,2529
9026212,2025-04-29 12:02:59,7546
9027467,2025-04-29 12:05:55,991
9028094,2025-04-29 12:05:14,4302
9029131,2025-04-29 12:08:26,8150
9029675,2025-04-29 12:06:05,3472
9029709,2025-04-29 12:03:59,8726
9032251,2025-04-29 12:05:16,6900
9034032,2025-04-29 12:04:08,5041
9034863,2025-04-29 12:03:55,627
9035656,2025-04-29 12:05:57,1060
9037269,2025-04-29 12:04:04,5680
9039031,2025-04-29 12:03:59,953
9039980,2025-04-29 12:06:44,9700
9041215,2025-04-29 12:06:10,1245
9041562,2025-04-29 12:08:25,8164
9041939,2025-04-29 12:05:36,6994
9043458,2025-04-29 12:07:07,3556
9044333,2025-04-29 12:03:20,3892
9044350,2025-04-29 12:08:03,1546
9044544,2025-04-29 12:08:39,9780
9044972,2025-04-29 12:05:12,8342
9045276,2025-04-29 12:03:32,2751
9045920,2025-04-29 12:03:53,9621
9047103,2025-04-29 12:06:09,3172
9047483,2025-04-29 12:06:58,2204
9048768,2025-04-29 12:08:16,7460
9048951,2025-04-29 12:05:03,8027
9050341,2025-04-29 12:08:32,719
9052314,2025-04-29 12:03:08,3775
9052616,2025-04-29 12:02:42,2156
9053648,2025-04-29 12:07:41,64
9054121,2025-04-29 12:08:11,7636
9055479,2025-04-29 12:05:02,703
9057481,2025-04-29 12:04:20,8731
9059466,2025-04-29 12:07:26,7002
9059502,2025-04-29 12:02:45,4771
9060106,2025-04-29 12:05:34,8204
9060432,2025-04-29 12:07:30,1824
9060647,2025-04-29 12:07:56,6401
9061216,2025-04-29 12:06:40,9495
9061531,2025-04-29 12:03:30,560
9061960,2025-04-29 12:07:07,8457
9062522,2025-04-29 12:02:59,8434
9064549,2025-04-29 12:03:33,107
9064565,2025-04-29 12:04:14,4532
9066039,2025-04-29 12:06:19,2571
9066819,2025-04-29 12:03:20,9271
9067212,2025-04-29 12:04:01,487
9067480,2025-04-29 12:05:05,9304
9068255,2025-04-29 12:02:51,5352
9069095,2025-04-29 12:03:45,2409
9069577,2025-04-29 12:07:38,9339
9070277,2025-04-29 12:04:09,2920
9070594,2025-04-29 12:07:19,4215
9070665,2025-04-29 12:03:12,7260
9072572,2025-04-29 12:07:31,4072
9073993,2025-04-29 12:04:29,507
9074309,2025-04-29 12:04:12,5280
9074663,2025-04-29 12:03:49,639
9077275,2025-04-29 12:05:06,2043
9077381,2025-04-29 12:07:40,4329
9077684,2025-04-29 12:07:43,7431
9077736,2025-04-29 12:03:34,756
9078725,2025-04-29 12:06:35,5812
9078985,2025-04-29 12:04:33,3698
9079372,2025-04-29 12:05:39,6044
9081068,2025-04-29 12:04:31,2291
9085750,2025-04-29 12:07:03,8414
9086056,2025-04-29 12:07:51,8775
9086811,2025-04-29 12:06:38,9359
9087675,2025-04-29 12:03:08,3810
9088264,2025-04-29 12:02:45,2182
9088657,2025-04-29 12:06:22,3992
9089094,2025-04-29 12:05:56,5990
9090809,2025-04-29 12:04:03,4855
9093372,2025-04-29 12:03:01,237
9093971,2025-04-29 12:07:30,8444
9094611,2025-04-29 12:03:53,4170
9096299,2025-04-29 12:06:15,4940
9096755,2025-04-29 12:05:50,4039
9096773,2025-04-29 12:03:53,649
9098253,2025-04-29 12:04:36,7037
9099912,2025-04-29 12:07:53,5210
9100513,2025-04-29 12:05:44,1868
9100864,2025-04-29 12:06:58,6611
9102987,2025-04-29 12:04:16,3200
9104405,2025-04-29 12:04:12,2050
9104743,2025-04-29 12:04:46,1573
9104746,2025-04-29 12:05:28,327
9106694,2025-04-29 12:06:31,4884
9106712,2025-04-29 12:07:42,8507
9107567,2025-04-29 12:07:22,1315
9107768,2025-04-29 12:03:50,8788
9107889,2025-04-29 12:06:49,5673
9109842,2025-04-29 12:03:08,8171
9109982,2025-04-29 12:05:56,1265
9110064,2025-04-29 12:07:01,7262
9111011,2025-04-29 12:05:45,5213
9111551,2025-04-29 12:04:33,9036
9112024,2025-04-29 12:07:37,2552
9112350,2025-04-29 12:03:02,415
9113534,2025-04-29 12:06:53,942
9113752,2025-04-29 12:06:07,3371
9114095,2025-04-29 12:02:51,4143
9116167,2025-04-29 12:08:25,7379
9117277,2025-04-29 12:07:55,6174
9117710,2025-04-29 12:08:34,4646
9118432,2025-04-29 12:07:33,1592
9118847,2025-04-29 12:06:23,495
9119547,2025-04-29 12:06:55,410
9119643,2025-04-29 12:07:39,8519
9120052,2025-04-29 12:04:02,2971
9120248,2025-04-29 12:05:16,9195
9120326,2025-04-29 12:05:41,3143
9121513,2025-04-29 12:07:04,7096
9122097,2025-04-29 12:04:49,8890
9123975,2025-04-29 12:06:21,3873
9126572,2025-04-29 12:07:57,9751
9127252,2025-04-29 12:07:07,2004
9127823,2025-04-29 12:04:10,164
9128908,2025-04-29 12:07:10,460
9129729,2025-04-29 12:07:28,9728
9129841,2025-04-29 12:03:56,5293
9131277,2025-04-29 12:02:58,8308
9131858,2025-04-29 12:05:52,1441
9132483,2025-04-29 12:08:00,6659
9135126,2025-04-29 12:07:33,5549
9136593,2025-04-29 12:05:56,1605
9137699,2025-04-29 12:08:03,9968
9138999,2025-04-29 12:05:00,7012
9140740,2025-04-29 12:04:06,8625
9142684,2025-04-29 12:03:21,4593
9143612,2025-04-29 12:06:07,8331
9144005,2025-04-29 12:05:07,3704
9146101,2025-04-29 12:03:43,3423
9146472,2025-04-29 12:07:10,4999
9147339,2025-04-29 12:03:08,5945
9148005,2025-04-29 12:04:28,2304
9148201,2025-04-29 12:03:50,6759
9148410,2025-04-29 12:04:43,5687
9149795,2025-04-29 12:08:21,8600
9151529,2025-04-29 12:06:31,7149
9152789,2025-04-29 12:02:48,8265
9157555,2025-04-29 12:03:22,4389
9159239,2025-04-29 12:03:25,1184
9159516,2025-04-29 12:02:44,7816
9159744,2025-04-29 12:05:51,6535
9161816,2025-04-29 12:08:21,3615
9164917,2025-04-29 12:03:39,4081
9166253,2025-04-29 12:05:51,9087
9166670,2025-04-29 12:05:45,9894
9166907,2025-04-29 12:07:53,4547
9168020,2025-04-29 12:05:20,8666
9168908,2025-04-29 12:07:54,9436
9170641,2025-04-29 12:05:51,9896
9172582,2025-04-29 12:07:18,581
9172718,2025-04-29 12:03:03,7808
9174197,2025-04-29 12:07:26,7889
9174707,2025-04-29 12:04:17,363
9174915,2025-04-29 12:03:09,5740
9177370,2025-04-29 12:04:50,7814
9178419,2025-04-29 12:03:40,3709
9179069,2025-04-29 12:07:39,2669
9179778,2025-04-29 12:03:46,2617
9180336,2025-04-29 12:07:31,4512
9181070,2025-04-29 12:08:19,1082
9181229,2025-04-29 12:07:32,4345
9181411,2025-04-29 12:06:54,4889
9181463,2025-04-29 12:07:15,1977
9182406,2025-04-29 12:06:26,9353
9183971,2025-04-29 12:03:35,7966
9185014,2025-04-29 12:07:32,7346
9185682,2025-04-29 12:07:41,8834
9187423,2025-04-29 12:07:11,4594
9187524,2025-04-29 12:06:56,1427
9188410,2025-04-29 12:08:12,4236
9191054,2025-04-29 12:06:57,3524
9191094,2025-04-29 12:04:50,8993
9191213,2025-04-29 12:07:29,2844
9192788,2025-04-29 12:05:44,973
9194163,2025-04-29 12:07:11,9933
9194345,2025-04-29 12:05:19,3547
9195110,2025-04-29 12:08:04,3568
9195393,2025-04-29 12:07:31,3866
9195804,2025-04-29 12:07:21,8835
9196313,2025-04-29 12:03:27,5978
9196587,2025-04-29 12:02:43,9105
9197834,2025-04-29 12:07:18,6942
9199412,2025-04-29 12:05:31,169
9199970,2025-04-29 12:06:48,7926
9201112,2025-04-29 12:05:54,4112
9201962,2025-04-29 12:06:19,241
9201997,2025-04-29 12:05:19,1790
9202161,2025-04-29 12:04:33,5541
9202843,2025-04-29 12:03:42,9159
9203263,2025-04-29 12:05:22,6451
9203627,2025-04-29 12:05:23,4976
9204940,2025-04-29 12:04:34,492
9205963,2025-04-29 12:03:36,9488
9208122,2025-04-29 12:04:39,5309
9209649,2025-04-29 12:07:21,3674
9210977,2025-04-29 12:06:09,7395
9211176,2025-04-29 12:08:16,6302
9212321,2025-04-29 12:05:21,1782
9213852,2025-04-29 12:07:36,46
9214712,2025-04-29 12:04:33,5022
9214981,2025-04-29 12:03:18,630
9216198,2025-04-29 12:05:17,7399
9218589,2025-04-29 12:04:49,3062
9219057,2025-04-29 12:05:04,9970
9224534,2025-04-29 12:02:58,6407
9224601,2025-04-29 12:03:40,8836
9225333,2025-04-29 12:04:30,9871
9226575,2025-04-29 12:06:08,7627
9226596,2025-04-29 12:07:28,8985
9230883,2025-04-29 12:08:37,570
9234482,2025-04-29 12:04:02,4631
9235493,2025-04-29 12:05:38,3869
9235822,2025-04-29 12:05:58,3319
9236289,2025-04-29 12:06:08,2562
9236680,2025-04-29 12:04:55,7929
9237540,2025-04-29 12:06:19,8685
9238686,2025-04-29 12:02:59,3124
9238846,2025-04-29 12:05:38,7920
9239663,2025-04-29 12:06:18,9849
9240204,2025-04-29 12:04:24,9192
9241111,2025-04-29 12:06:59,7011
9242533,2025-04-29 12:02:40,6105
9243943,2025-04-29 12:07:58,2663
9245106,2025-04-29 12:05:55,7616
9245215,2025-04-29 12:07:15,696
9245872,2025-04-29 12:03:26,9964
9246887,2025-04-29 12:03:20,8277
9249193,2025-04-29 12:07:39,3250
9251026,2025-04-29 12:04:00,6975
9251251,2025-04-29 12:03:23,8694
9251505,2025-04-29 12:07:40,6186
9254096,2025-04-29 12:06:58,2977
9254929,2025-04-29 12:03:47,3708
9255427,2025-04-29 12:07:03,7980
9256293,2025-04-29 12:07:46,4936
9256487,2025-04-29 12:08:29,5981
9257089,2025-04-29 12:04:31,8342
9258939,2025-04-29 12:08:38,623
9259055,2025-04-29 12:04:22,375
9259461,2025-04-29 12:04:54,9691
9259545,2025-04-29 12:04:23,6922
9261182,2025-04-29 12:03:43,3720
9262091,2025-04-29 12:07:46,7972
9262587,2025-04-29 12:07:49,3376
9266599,2025-04-29 12:06:49,8023
9267290,2025-04-29 12:06:14,6398
9267311,2025-04-29 12:08:36,9134
9269614,2025-04-29 12:03:08,4019
9271553,2025-04-29 12:03:05,6963
9273681,2025-04-29 12:06:05,479
9275634,2025-04-29 12:04:59,7585
9278137,2025-04-29 12:03:49,1790
9279615,2025-04-29 12:04:52,6495
9279872,2025-04-29 12:08:08,2011
9280727,2025-04-29 12:03:42,6799
9281468,2025-04-29 12:05:23,7752
9282403,2025-04-29 12:05:20,2106
9282482,2025-04-29 12:07:09,9083
9282819,2025-04-29 12:05:10,1047
9283414,2025-04-29 12:05:17,5739
9285412,2025-04-29 12:02:40,7800
9289544,2025-04-29 12:05:34,2334
9290049,2025-04-29 12:07:27,4250
9290593,2025-04-29 12:02:44,9914
9291077,2025-04-29 12:05:12,9705
9292221,2025-04-29 12:02:50,9056
9293381,2025-04-29 12:06:02,6304
9293887,2025-04-29 12:07:44,581
9294137,2025-04-29 12:07:05,2548
9294443,2025-04-29 12:07:16,8699
9294508,2025-04-29 12:02:58,5823
9295323,2025-04-29 12:03:48,1035
9295951,2025-04-29 12:05:50,8141
9296392,2025-04-29 12:06:09,4661
9296846,2025-04-29 12:05:09,8556
9296931,2025-04-29 12:05:28,9804
9297525,2025-04-29 12:08:31,6400
9298203,2025-04-29 12:03:22,7462
9298499,2025-04-29 12:05:30,4161
9298917,2025-04-29 12:08:35,3063
9301851,2025-04-29 12:07:28,6123
9302067,2025-04-29 12:06:02,209
9302764,2025-04-29 12:07:44,8906
9303856,2025-04-29 12:08:12,2149
9303977,2025-04-29 12:04:31,7296
9304180,2025-04-29 12:03:48,5668
9304665,2025-04-29 12:05:37,1478
9304917,2025-04-29 12:06:34,2010
9305894,2025-04-29 12:05:35,8861
9306580,2025-04-29 12:05:36,1680
9307099,2025-04-29 12:08:21,8550
9308126,2025-04-29 12:05:26,4292
9308177,2025-04-29 12:06:27,7588
9308182,2025-04-29 12:07:38,2048
9309147,2025-04-29 12:07:05,7068
9309831,2025-04-29 12:07:49,477
9313157,2025-04-29 12:07:54,9961
9313892,2025-04-29 12:03:36,3822
9314186,2025-04-29 12:02:57,5276
9315408,2025-04-29 12:08:14,523
9316416,2025-04-29 12:05:05,542
9316642,2025-04-29 12:07:36,7349
9316932,2025-04-29 12:02:57,1857
9318993,2025-04-29 12:04:09,3002
9323145,2025-04-29 12:07:02,8921
9323358,2025-04-29 12:05:13,6510
9325375,2025-04-29 12:03:04,4310
9326064,2025-04-29 12:07:14,1280
9326181,2025-04-29 12:05:46,9099
9327069,2025-04-29 12:03:09,2624
9329111,2025-04-29 12:05:33,9027
9329428,2025-04-29 12:06:11,8865
9331072,2025-04-29 12:06:43,1559
9331457,2025-04-29 12:04:16,4665
9332289,2025-04-29 12:08:18,1620
9332639,2025-04-29 12:08:23,355
9333881,2025-04-29 12:04:46,3897
9333975,2025-04-29 12:04:18,8893
9336133,2025-04-29 12:06:18,4358
9336456,2025-04-29 12:08:26,4396
9336536,2025-04-29 12:08:08,7923
9339073,2025-04-29 12:06:06,8171
9339349,2025-04-29 12:07:38,9421
9339563,2025-04-29 12:06:19,888
9339705,2025-04-29 12:03:13,2971
9340850,2025-04-29 12:04:53,8939
9341434,2025-04-29 12:02:54,6871
9341513,2025-04-29 12:05:33,4828
9343410,2025-04-29 12:03:38,5748
9346068,2025-04-29 12:08:27,636
